class,x,y,name,prediction
0,0.61488,0.0347956,item-617,
1,0.616189,0.728199,item-618,
0,0.617797,0.574032,item-619,
1,0.618307,0.948312,item-620,
1,0.619791,0.268281,item-621,
1,0.62119,0.504357,item-622,
0,0.621855,0.533469,item-623,
1,0.623182,0.832265,item-624,
1,0.623425,0.43709,item-625,
0,0.624978,0.71992,item-626,
1,0.62663,0.804877,item-627,
1,0.627191,0.763796,item-628,
1,0.627665,0.960689,item-629,
1,0.62915,0.990451,item-630,
0,0.629915,0.17215,item-631,
0,0.630197,0.0142965,item-632,
1,0.630715,0.374328,item-633,
0,0.63534,0.126714,item-634,
0,0.635343,0.201602,item-635,
1,0.636086,0.463278,item-636,
0,0.637647,0.729568,item-637,
0,0.637769,0.0941077,item-638,
1,0.639528,0.822244,item-639,
1,0.640679,0.289978,item-640,
1,0.64189,0.311098,item-641,
0,0.642434,0.642017,item-642,
0,0.64284,0.217204,item-643,
1,0.643577,0.421498,item-644,
1,0.644981,0.482888,item-645,
1,0.645676,0.849868,item-646,
0,0.646779,0.736867,item-647,
1,0.64699,0.411355,item-648,
1,0.647267,0.828973,item-649,
0,0.647328,0.187024,item-650,
0,0.648145,0.657668,item-651,
0,0.65052,0.624148,item-652,
0,0.650724,0.687454,item-653,
0,0.651184,0.674165,item-654,
0,0.651948,0.226109,item-655,
0,0.652327,0.71519,item-656,
0,0.652486,0.0892026,item-657,
0,0.655681,0.671201,item-658,
1,0.657389,0.782131,item-659,
1,0.659119,0.527784,item-660,
1,0.65973,0.556129,item-661,
1,0.660446,0.982899,item-662,
0,0.661155,0.652291,item-663,
0,0.662323,0.631982,item-664,
0,0.664027,0.0927769,item-665,
1,0.66881,0.339783,item-666,
1,0.669484,0.330898,item-667,
