class,x,y,name,prediction
1,0.236949,0.468838,item-235,
0,0.237151,0.239323,item-236,
1,0.237305,0.437874,item-237,
1,0.23759,0.367581,item-238,
0,0.238636,0.796576,item-239,
1,0.239528,0.536385,item-240,
0,0.240914,0.882009,item-241,
0,0.241144,0.334399,item-242,
1,0.244194,0.0452957,item-243,
0,0.244863,0.73671,item-244,
1,0.24611,0.359928,item-245,
0,0.247907,0.700733,item-246,
1,0.249228,0.0294142,item-247,
0,0.250194,0.961793,item-248,
1,0.250708,0.437564,item-249,
1,0.252098,0.493085,item-250,
0,0.252867,0.748279,item-251,
1,0.254478,0.0105379,item-252,
1,0.254792,0.442938,item-253,
0,0.256517,0.998212,item-254,
0,0.257235,0.857655,item-255,
0,0.25807,0.830182,item-256,
1,0.258339,0.612517,item-257,
1,0.258589,0.107021,item-258,
0,0.258689,0.784095,item-259,
0,0.259237,0.718586,item-260,
1,0.260273,0.607999,item-261,
1,0.260311,0.600274,item-262,
0,0.260674,0.951111,item-263,
0,0.26215,0.718705,item-264,
0,0.262922,0.706746,item-265,
0,0.263624,0.788911,item-266,
1,0.264121,0.00469458,item-267,
1,0.265098,0.130544,item-268,
0,0.265305,0.719372,item-269,
0,0.266763,0.694711,item-270,
0,0.266823,0.747629,item-271,
1,0.267618,0.124707,item-272,
1,0.269227,0.0657022,item-273,
1,0.269345,0.0374143,item-274,
0,0.270691,0.206385,item-275,
1,0.272817,0.0835619,item-276,
1,0.272864,0.152865,item-277,
1,0.273216,0.0866907,item-278,
0,0.273275,0.735848,item-279,
0,0.274402,0.260597,item-280,
0,0.274778,0.33133,item-281,
1,0.276545,0.0786426,item-282,
0,0.280285,0.836215,item-283,
1,0.28284,0.134007,item-284,
1,0.283012,0.118451,item-285,
0,0.283229,0.963047,item-286,
1,0.283656,0.542361,item-287,
0,0.285284,0.766328,item-288,
0,0.285948,0.961697,item-289,
0,0.286242,0.225621,item-290,
1,0.288159,0.120432,item-291,
0,0.288995,0.913998,item-292,
1,0.289822,0.431449,item-293,
0,0.295099,0.385658,item-294,
0,0.295624,0.93331,item-295,
0,0.296728,0.770071,item-296,
0,0.29862,0.853891,item-297,
0,0.298836,0.94334,item-298,
0,0.299254,0.342307,item-299,
0,0.300615,0.982047,item-300,
0,0.300828,0.230991,item-301,
1,0.30241,0.199785,item-302,
1,0.302922,0.576977,item-303,
1,0.303033,0.570026,item-304,
1,0.305135,0.645939,item-305,
0,0.305154,0.762494,item-306,
0,0.307485,0.949782,item-307,
1,0.31013,0.525182,item-308,
1,0.310503,0.606198,item-309,
1,0.311165,0.500258,item-310,
0,0.312031,0.310586,item-311,
0,0.314132,0.743065,item-312,
1,0.315204,0.510553,item-313,
1,0.315663,0.588235,item-314,
1,0.31762,0.54028,item-315,
1,0.318232,0.460813,item-316,
1,0.320176,0.710656,item-317,
0,0.321206,0.881621,item-318,
1,0.324198,0.183715,item-319,
1,0.324761,0.676542,item-320,
0,0.32482,0.330826,item-321,
1,0.326204,0.646675,item-322,
1,0.32688,0.428046,item-323,
1,0.328608,0.597904,item-324,
1,0.330699,0.68536,item-325,
1,0.330942,0.599176,item-326,
0,0.33157,0.289169,item-327,
1,0.332359,0.0979741,item-328,
0,0.333585,0.787025,item-329,
0,0.335235,0.844584,item-330,
0,0.337688,0.382535,item-331,
1,0.338408,0.710497,item-332,
0,0.338511,0.257361,item-333,
