class,x,y,name,prediction
1,0.0757728,0.34305,item-79,
0,0.0774742,0.491868,item-80,
0,0.0778155,0.771962,item-81,
0,0.078415,0.148516,item-82,
1,0.0799681,0.412302,item-83,
0,0.0819409,0.571864,item-84,
0,0.0823026,0.114486,item-85,
0,0.0830319,0.69443,item-86,
1,0.0839696,0.277441,item-87,
0,0.0849513,0.792904,item-88,
0,0.0852329,0.942662,item-89,
0,0.0861039,0.0431892,item-90,
1,0.0868664,0.204082,item-91,
0,0.087862,0.803811,item-92,
0,0.09102,0.17427,item-93,
0,0.0918524,0.685283,item-94,
1,0.0919644,0.34809,item-95,
1,0.0925132,0.271486,item-96,
0,0.0937759,0.722654,item-97,
0,0.0949849,0.896488,item-98,
0,0.096027,0.867149,item-99,
0,0.0961373,0.136636,item-100,
0,0.0967637,0.730795,item-101,
1,0.0971448,0.433296,item-102,
1,0.0981199,0.302829,item-103,
0,0.100439,0.515192,item-104,
1,0.103933,0.484532,item-105,
0,0.103937,0.985724,item-106,
0,0.105805,0.852455,item-107,
0,0.106818,0.0747932,item-108,
0,0.10836,0.779244,item-109,
1,0.108643,0.387328,item-110,
0,0.109194,0.0346184,item-111,
0,0.11019,0.593743,item-112,
1,0.112344,0.232159,item-113,
1,0.113144,0.361945,item-114,
0,0.11351,0.778345,item-115,
1,0.114418,0.45717,item-116,
0,0.114588,0.800606,item-117,
1,0.11481,0.285933,item-118,
1,0.116734,0.483432,item-119,
1,0.117042,0.491461,item-120,
0,0.120239,0.917307,item-121,
0,0.120649,0.920144,item-122,
1,0.120856,0.325722,item-123,
1,0.120895,0.314703,item-124,
1,0.121493,0.24644,item-125,
1,0.12188,0.382578,item-126,
0,0.12267,0.974407,item-127,
0,0.123029,0.766011,item-128,
0,0.123206,0.162017,item-129,
0,0.126948,0.209777,item-130,
0,0.129186,0.825838,item-131,
1,0.129454,0.336816,item-132,
0,0.130022,0.82941,item-133,
0,0.130599,0.9222,item-134,
0,0.132563,0.585789,item-135,
1,0.134154,0.270123,item-136,
1,0.134648,0.315153,item-137,
0,0.138506,0.0633508,item-138,
0,0.139083,0.168067,item-139,
1,0.14088,0.447777,item-140,
1,0.141732,0.395607,item-141,
0,0.143579,0.803907,item-142,
1,0.145837,0.274517,item-143,
0,0.146277,0.573708,item-144,
1,0.146644,0.501911,item-145,
0,0.147727,0.613173,item-146,
0,0.14804,0.602117,item-147,
0,0.148089,0.638327,item-148,
1,0.149535,0.369159,item-149,
0,0.15031,0.176921,item-150,
1,0.150509,0.535796,item-151,
1,0.151488,0.353037,item-152,
0,0.153166,0.792272,item-153,
0,0.153293,0.216131,item-154,
0,0.156933,0.857259,item-155,
1,0.157726,0.393907,item-156,
0,0.158155,0.748413,item-157,
1,0.159571,0.380715,item-158,
0,0.161349,0.914854,item-159,
1,0.161619,0.357901,item-160,
0,0.161643,0.178401,item-161,
1,0.163539,0.52643,item-162,
0,0.166677,0.654411,item-163,
1,0.166849,0.350562,item-164,
1,0.166931,0.499769,item-165,
0,0.167493,0.222762,item-166,
0,0.16857,0.73152,item-167,
