class,x,y,name,prediction
0,0.936675,0.209887,item-930,
1,0.936697,0.605782,item-931,
1,0.93842,0.825709,item-932,
0,0.938606,0.891831,item-933,
0,0.939341,0.0144302,item-934,
0,0.940149,0.346231,item-935,
0,0.940521,0.113131,item-936,
1,0.940819,0.776741,item-937,
0,0.941314,0.852559,item-938,
0,0.941469,0.204275,item-939,
1,0.941957,0.646518,item-940,
1,0.942168,0.701775,item-941,
0,0.942231,0.902717,item-942,
1,0.943158,0.688882,item-943,
1,0.943864,0.774184,item-944,
1,0.944904,0.722564,item-945,
0,0.945083,0.923046,item-946,
0,0.945966,0.910349,item-947,
1,0.945995,0.789897,item-948,
0,0.946087,0.237045,item-949,
0,0.948713,0.228576,item-950,
1,0.948789,0.610633,item-951,
1,0.948858,0.847526,item-952,
0,0.950234,0.946175,item-953,
0,0.953492,0.942869,item-954,
0,0.953731,0.52881,item-955,
0,0.953821,0.0433476,item-956,
1,0.955643,0.670485,item-957,
0,0.956345,0.157678,item-958,
0,0.956572,0.948688,item-959,
0,0.956781,0.0844526,item-960,
1,0.958236,0.838258,item-961,
0,0.958441,0.210912,item-962,
0,0.959649,0.948329,item-963,
1,0.960124,0.819268,item-964,
1,0.961499,0.81752,item-965,
0,0.961976,0.0563426,item-966,
1,0.963356,0.681544,item-967,
0,0.964612,0.488219,item-968,
1,0.965014,0.704172,item-969,
1,0.966764,0.756902,item-970,
1,0.96842,0.85735,item-971,
0,0.968546,0.303046,item-972,
1,0.96856,0.645374,item-973,
1,0.96923,0.592733,item-974,
0,0.971276,0.925094,item-975,
0,0.974725,0.189193,item-976,
1,0.975637,0.725613,item-977,
1,0.978085,0.692462,item-978,
1,0.979488,0.606025,item-979,
0,0.98136,0.505608,item-980,
1,0.981955,0.757558,item-981,
0,0.983575,0.0269424,item-982,
1,0.984483,0.737738,item-983,
1,0.985754,0.68581,item-984,
1,0.987477,0.7542,item-985,
0,0.987727,0.275982,item-986,
1,0.988911,0.740774,item-987,
0,0.990386,0.16455,item-988,
1,0.990475,0.700867,item-989,
0,0.991423,0.0356038,item-990,
0,0.991523,0.562893,item-991,
0,0.992545,0.419883,item-992,
0,0.99499,0.551941,item-993,
0,0.995987,0.442589,item-994,
0,0.996361,0.967861,item-995,
1,0.996364,0.735779,item-996,
0,0.998093,0.147916,item-997,
0,0.999411,0.584531,item-998,
0,0.999541,0.0355989,item-999,
1,0.999938,0.711216,item-1000,
