class,x,y,name,prediction
1,0.555954,0.371726,item-565,
0,0.557179,0.650011,item-566,
1,0.55829,0.766468,item-567,
0,0.558906,0.463859,item-568,
1,0.559262,0.254183,item-569,
1,0.560166,0.395705,item-570,
1,0.560207,0.839366,item-571,
1,0.560507,0.872573,item-572,
0,0.561252,0.147851,item-573,
1,0.561948,0.794359,item-574,
1,0.566034,0.429185,item-575,
0,0.56691,0.115437,item-576,
0,0.570495,0.509027,item-577,
0,0.570668,0.586901,item-578,
0,0.572277,0.0426484,item-579,
0,0.572604,0.00857437,item-580,
1,0.572764,0.337172,item-581,
0,0.572945,0.0457506,item-582,
0,0.573013,0.0420959,item-583,
1,0.573884,0.926106,item-584,
1,0.574823,0.375433,item-585,
1,0.577359,0.37598,item-586,
0,0.578525,0.167367,item-587,
1,0.579006,0.231235,item-588,
1,0.579626,0.818683,item-589,
1,0.58083,0.810926,item-590,
1,0.58447,0.344039,item-591,
0,0.584715,0.551061,item-592,
1,0.584785,0.971825,item-593,
1,0.58562,0.368936,item-594,
1,0.587821,0.901872,item-595,
1,0.588568,0.249862,item-596,
1,0.591496,0.871964,item-597,
1,0.592147,0.747748,item-598,
0,0.592482,0.620203,item-599,
1,0.593771,0.402294,item-600,
