class,x,y,name,prediction
1,0.324198,0.183715,item-319,
1,0.324761,0.676542,item-320,
0,0.32482,0.330826,item-321,
1,0.326204,0.646675,item-322,
1,0.32688,0.428046,item-323,
1,0.328608,0.597904,item-324,
1,0.330699,0.68536,item-325,
1,0.330942,0.599176,item-326,
0,0.33157,0.289169,item-327,
1,0.332359,0.0979741,item-328,
0,0.333585,0.787025,item-329,
0,0.335235,0.844584,item-330,
0,0.337688,0.382535,item-331,
1,0.338408,0.710497,item-332,
0,0.338511,0.257361,item-333,
0,0.339882,0.973401,item-334,
1,0.340229,0.663869,item-335,
1,0.340278,0.203579,item-336,
0,0.342725,0.771705,item-337,
1,0.34311,0.179089,item-338,
1,0.343603,0.00238574,item-339,
0,0.34624,0.983102,item-340,
0,0.346834,0.879594,item-341,
1,0.348071,0.22254,item-342,
0,0.348562,0.936774,item-343,
1,0.35026,0.0664439,item-344,
1,0.351593,0.622473,item-345,
0,0.352805,0.866947,item-346,
1,0.353685,0.127858,item-347,
1,0.353915,0.573222,item-348,
1,0.354941,0.188545,item-349,
1,0.357784,0.207142,item-350,
1,0.357873,0.0624208,item-351,
1,0.360811,0.68361,item-352,
0,0.360941,0.356549,item-353,
0,0.362722,0.276413,item-354,
1,0.363281,0.624687,item-355,
0,0.363804,0.319328,item-356,
0,0.366879,0.790093,item-357,
0,0.366994,0.35555,item-358,
0,0.367051,0.370576,item-359,
1,0.369283,0.566271,item-360,
1,0.370072,0.209045,item-361,
0,0.374951,0.971854,item-362,
1,0.378793,0.194376,item-363,
1,0.37907,0.700181,item-364,
0,0.379147,0.476722,item-365,
1,0.38023,0.548713,item-366,
1,0.381114,0.104923,item-367,
0,0.381323,0.984499,item-368,
0,0.382146,0.842374,item-369,
0,0.382313,0.984184,item-370,
1,0.384483,0.0646309,item-371,
1,0.385222,0.0637387,item-372,
0,0.38634,0.404713,item-373,
1,0.386467,0.546857,item-374,
1,0.389359,0.598515,item-375,
1,0.390211,0.717218,item-376,
1,0.391767,0.530522,item-377,
0,0.392353,0.42836,item-378,
1,0.392602,0.541033,item-379,
1,0.394281,0.0415062,item-380,
0,0.394475,0.950461,item-381,
1,0.394935,0.064695,item-382,
1,0.39699,0.00701737,item-383,
1,0.397681,0.289357,item-384,
0,0.398768,0.917085,item-385,
1,0.399957,0.733997,item-386,
1,0.399984,0.690441,item-387,
1,0.400395,0.560692,item-388,
1,0.401171,0.778945,item-389,
1,0.403019,0.704828,item-390,
1,0.405115,0.606892,item-391,
1,0.405619,0.175066,item-392,
1,0.406203,0.23067,item-393,
1,0.406307,0.680305,item-394,
1,0.406396,0.66538,item-395,
1,0.406545,0.133577,item-396,
1,0.409499,0.6004,item-397,
1,0.410629,0.13875,item-398,
1,0.411126,0.750119,item-399,
1,0.411761,0.242802,item-400,
